filename,relative_path,directory,size_bytes,last_modified,is_recent,is_today,status,notes,active_score,inactive_score,uncertain_score,import_count,function_count,class_count,line_count
llmdata_integration.py,tidyllm-gateway\src\tidyllm_gateway\integrations\llmdata_integration.py,tidyllm-gateway\src\tidyllm_gateway\integrations,17953,2025-08-29 02:56:44,True,False,uncertain,standard,1,0,0,8,14,1,506
mcp_integration.py,tidyllm-gateway\src\tidyllm_gateway\integrations\mcp_integration.py,tidyllm-gateway\src\tidyllm_gateway\integrations,18164,2025-08-29 02:56:44,True,False,uncertain,standard,0,0,0,7,3,4,508
litellm_clone.py,tidyllm-gateway\src\tidyllm_gateway\litellm_clone.py,tidyllm-gateway\src\tidyllm_gateway,25011,2025-08-29 02:56:44,True,False,uncertain,standard,0,0,0,10,8,2,682
business.py,tidyllm-documents\tidyllm_documents\templates\business.py,tidyllm-documents\tidyllm_documents\templates,9246,2025-08-29 01:19:26,True,False,uncertain,standard,0,0,0,5,0,2,221
__init__.py,tidyllm-documents\tidyllm_documents\templates\__init__.py,tidyllm-documents\tidyllm_documents\templates,373,2025-08-29 01:18:40,True,False,uncertain,no_functions_or_classes,0,0,0,1,0,0,14
__init__.py,tidyllm-documents\tidyllm_documents\classification\__init__.py,tidyllm-documents\tidyllm_documents\classification,339,2025-08-29 01:17:40,True,False,uncertain,no_functions_or_classes,0,0,0,1,0,0,13
metadata.py,tidyllm-documents\tidyllm_documents\extraction\metadata.py,tidyllm-documents\tidyllm_documents\extraction,10889,2025-08-29 01:15:57,True,False,uncertain,standard,0,0,0,3,0,1,263
text.py,tidyllm-documents\tidyllm_documents\extraction\text.py,tidyllm-documents\tidyllm_documents\extraction,7248,2025-08-29 01:15:07,True,False,uncertain,standard,0,0,0,3,0,1,195
__init__.py,tidyllm-documents\tidyllm_documents\extraction\__init__.py,tidyllm-documents\tidyllm_documents\extraction,369,2025-08-29 01:14:29,True,False,uncertain,no_functions_or_classes,0,0,0,2,0,0,14
__init__.py,tidyllm-documents\tidyllm_documents\__init__.py,tidyllm-documents\tidyllm_documents,959,2025-08-29 01:14:18,True,False,uncertain,no_functions_or_classes,0,0,0,3,0,0,29
analysis.py,tidyllm-compliance\tidyllm_compliance\consistency\analysis.py,tidyllm-compliance\tidyllm_compliance\consistency,8260,2025-08-29 01:05:59,True,False,uncertain,standard,0,0,0,2,0,1,180
__init__.py,tidyllm-compliance\tidyllm_compliance\consistency\__init__.py,tidyllm-compliance\tidyllm_compliance\consistency,314,2025-08-29 01:05:29,True,False,uncertain,no_functions_or_classes,0,0,0,1,0,0,13
validation.py,tidyllm-compliance\tidyllm_compliance\evidence\validation.py,tidyllm-compliance\tidyllm_compliance\evidence,6457,2025-08-29 01:05:20,True,False,uncertain,standard,0,0,0,2,0,1,135
__init__.py,tidyllm-compliance\tidyllm_compliance\evidence\__init__.py,tidyllm-compliance\tidyllm_compliance\evidence,300,2025-08-29 01:02:05,True,False,uncertain,no_functions_or_classes,0,0,0,1,0,0,10
standards.py,tidyllm-compliance\tidyllm_compliance\model_risk\standards.py,tidyllm-compliance\tidyllm_compliance\model_risk,8761,2025-08-29 01:01:58,True,False,uncertain,standard,0,0,0,3,0,2,197
__init__.py,tidyllm-compliance\tidyllm_compliance\model_risk\__init__.py,tidyllm-compliance\tidyllm_compliance\model_risk,350,2025-08-29 00:58:07,True,False,uncertain,no_functions_or_classes,0,0,0,1,0,0,12
__init__.py,tidyllm-compliance\tidyllm_compliance\__init__.py,tidyllm-compliance\tidyllm_compliance,906,2025-08-29 00:57:56,True,False,uncertain,no_functions_or_classes,0,0,0,3,0,0,28
__init__.py,tidyllm-sentence\tidyllm_sentence\__init__.py,tidyllm-sentence\tidyllm_sentence,2281,2025-08-28 23:57:42,False,False,uncertain,no_functions_or_classes,0,0,0,10,0,0,51
academic_benchmark.py,tidyllm-sentence\academic_benchmark.py,tidyllm-sentence,21487,2025-08-28 23:42:21,False,False,uncertain,uncertain_patterns:3,3,0,3,10,11,1,495
debug_transformer.py,tidyllm-sentence\debug_transformer.py,tidyllm-sentence,1744,2025-08-28 23:33:02,False,False,uncertain,no_functions_or_classes,1,0,0,2,0,0,42
transformer_benchmark.py,tidyllm-sentence\transformer_benchmark.py,tidyllm-sentence,10823,2025-08-28 23:32:34,False,False,uncertain,uncertain_patterns:1,2,0,1,6,4,0,281
test_transformer_embeddings.py,tidyllm-sentence\test_transformer_embeddings.py,tidyllm-sentence,2819,2025-08-28 23:31:28,False,False,uncertain,test_file;no_functions_or_classes,1,0,0,2,0,0,84
embeddings.py,tidyllm-sentence\tidyllm_sentence\transformer\embeddings.py,tidyllm-sentence\tidyllm_sentence\transformer,7368,2025-08-28 23:31:03,False,False,uncertain,standard,0,0,0,6,3,1,183
test_attention.py,tlm\test_attention.py,tlm,1503,2025-08-28 23:30:12,False,False,uncertain,test_file;no_functions_or_classes,0,0,0,2,0,0,58
__init__.py,tlm\tlm\__init__.py,tlm\tlm,3171,2025-08-28 23:30:01,False,False,uncertain,no_functions_or_classes,0,0,0,16,0,0,85
scaled_dot_product.py,tlm\tlm\attention\scaled_dot_product.py,tlm\tlm\attention,5785,2025-08-28 23:29:36,False,False,uncertain,standard,0,0,0,3,4,0,204
transformer_exploration.py,tidyllm-sentence\transformer_exploration.py,tidyllm-sentence,4287,2025-08-28 23:28:24,False,False,uncertain,standard,0,0,0,3,4,0,132
benchmark_analysis.py,tidyllm-sentence\benchmark_analysis.py,tidyllm-sentence,2896,2025-08-28 23:25:24,False,False,uncertain,no_functions_or_classes,1,0,0,2,0,0,78
similarity_investigation.py,tidyllm-sentence\similarity_investigation.py,tidyllm-sentence,2432,2025-08-28 23:24:50,False,False,uncertain,no_functions_or_classes,1,0,0,3,0,0,71
paranoid_validation_ascii.py,tidyllm-sentence\paranoid_validation_ascii.py,tidyllm-sentence,8756,2025-08-28 23:24:18,False,False,uncertain,no_functions_or_classes,1,0,0,4,0,0,254
paranoid_validation.py,tidyllm-sentence\paranoid_validation.py,tidyllm-sentence,8572,2025-08-28 23:24:09,False,False,uncertain,no_functions_or_classes,1,0,0,4,0,0,254
benchmark_comparison_ascii.py,tidyllm-sentence\benchmark_comparison_ascii.py,tidyllm-sentence,14261,2025-08-28 23:19:41,False,False,uncertain,uncertain_patterns:3,2,0,3,4,4,0,355
test_integration.py,tidyllm-sentence\test_integration.py,tidyllm-sentence,705,2025-08-28 23:19:25,False,False,uncertain,test_file;no_functions_or_classes,1,0,0,3,0,0,25
benchmark_comparison.py,tidyllm-sentence\benchmark_comparison.py,tidyllm-sentence,13949,2025-08-28 23:18:23,False,False,uncertain,uncertain_patterns:3,2,0,3,4,4,0,355
test_preprocessing.py,tidyllm-sentence\test_preprocessing.py,tidyllm-sentence,4057,2025-08-28 23:10:50,False,False,uncertain,test_file;no_functions_or_classes,1,0,0,1,0,0,106
embeddings.py,tidyllm-sentence\tidyllm_sentence\tfidf\embeddings.py,tidyllm-sentence\tidyllm_sentence\tfidf,3712,2025-08-28 23:09:52,False,False,uncertain,standard,0,0,0,4,3,1,93
corpus.py,tidyllm-sentence\tidyllm_sentence\utils\corpus.py,tidyllm-sentence\tidyllm_sentence\utils,7256,2025-08-28 23:08:51,False,False,uncertain,standard,0,0,0,1,6,0,149
preprocessing.py,tidyllm-sentence\tidyllm_sentence\utils\preprocessing.py,tidyllm-sentence\tidyllm_sentence\utils,5069,2025-08-28 23:07:47,False,False,uncertain,standard,0,0,0,5,3,1,168
stopwords.py,tidyllm-sentence\tidyllm_sentence\utils\stopwords.py,tidyllm-sentence\tidyllm_sentence\utils,3648,2025-08-28 23:07:10,False,False,uncertain,no_imports,0,0,0,0,2,0,72
test_demo.py,tidyllm-sentence\test_demo.py,tidyllm-sentence,2161,2025-08-28 23:01:43,False,False,uncertain,test_file;demo;no_functions_or_classes,1,0,0,1,0,0,70
tokenize.py,tidyllm-sentence\tidyllm_sentence\utils\tokenize.py,tidyllm-sentence\tidyllm_sentence\utils,1669,2025-08-28 23:01:37,False,False,uncertain,standard,0,0,0,3,5,0,56
embeddings.py,tidyllm-sentence\tidyllm_sentence\lsa\embeddings.py,tidyllm-sentence\tidyllm_sentence\lsa,6930,2025-08-28 22:59:55,False,False,uncertain,standard,0,0,0,3,3,1,197
embeddings.py,tidyllm-sentence\tidyllm_sentence\ngram\embeddings.py,tidyllm-sentence\tidyllm_sentence\ngram,4484,2025-08-28 22:59:26,False,False,uncertain,standard,0,0,0,3,3,1,119
embeddings.py,tidyllm-sentence\tidyllm_sentence\word_avg\embeddings.py,tidyllm-sentence\tidyllm_sentence\word_avg,4470,2025-08-28 22:58:56,False,False,uncertain,standard,0,0,0,3,3,1,120
similarity.py,tidyllm-sentence\tidyllm_sentence\utils\similarity.py,tidyllm-sentence\tidyllm_sentence\utils,1704,2025-08-28 22:58:12,False,False,uncertain,standard,0,0,0,2,6,0,51
split.py,tlm\tlm\model_selection\split.py,tlm\tlm\model_selection,1862,2025-08-28 18:04:11,False,False,uncertain,standard,0,0,0,1,3,0,56
metrics.py,tlm\tlm\core\metrics.py,tlm\tlm\core,733,2025-08-28 17:25:36,False,False,uncertain,standard,0,0,0,1,2,0,22
losses.py,tlm\tlm\core\losses.py,tlm\tlm\core,1348,2025-08-28 17:25:20,False,False,uncertain,standard,0,0,0,3,4,0,46
activations.py,tlm\tlm\core\activations.py,tlm\tlm\core,1437,2025-08-28 17:24:55,False,False,uncertain,standard,0,0,0,3,4,0,44
linear.py,tlm\tlm\svm\linear.py,tlm\tlm\svm,1790,2025-08-28 17:24:32,False,False,uncertain,standard,0,0,0,4,3,0,51
kmeans.py,tlm\tlm\cluster\kmeans.py,tlm\tlm\cluster,2142,2025-08-28 17:24:08,False,False,uncertain,standard,0,0,0,2,3,0,65
logistic_regression.py,tlm\tlm\linear_models\logistic_regression.py,tlm\tlm\linear_models,1831,2025-08-28 17:23:54,False,False,uncertain,standard,0,0,0,4,3,0,54
softmax_regression.py,tlm\tlm\linear_models\softmax_regression.py,tlm\tlm\linear_models,2434,2025-08-28 17:23:34,False,False,uncertain,standard,0,0,0,3,3,0,70
gmm_pure.py,tlm\tlm\mixture\gmm_pure.py,tlm\tlm\mixture,4597,2025-08-28 17:21:25,False,False,uncertain,standard,0,0,0,2,6,0,142
gaussian.py,tlm\tlm\anomaly\gaussian.py,tlm\tlm\anomaly,1468,2025-08-28 17:21:17,False,False,uncertain,standard,0,0,0,2,3,0,51
matrix_factorization.py,tlm\tlm\mf\matrix_factorization.py,tlm\tlm\mf,1849,2025-08-28 17:21:13,False,False,uncertain,standard,0,0,0,2,4,0,58
multinomial.py,tlm\tlm\naive_bayes\multinomial.py,tlm\tlm\naive_bayes,1719,2025-08-28 17:21:01,False,False,uncertain,standard,0,0,0,2,3,0,56
pca_power.py,tlm\tlm\decomp\pca_power.py,tlm\tlm\decomp,3629,2025-08-28 17:20:43,False,False,uncertain,standard,0,0,0,3,10,0,118
whiten.py,tlm\tlm\decomp\whiten.py,tlm\tlm\decomp,399,2025-08-28 16:45:38,False,False,uncertain,standard,0,0,0,2,1,0,14
test_algos.py,tlm\tlm\tests\test_algos.py,tlm\tlm\tests,676,2025-08-28 16:45:38,False,False,uncertain,test_file,1,0,0,1,3,0,20
test_gmm_pca_whiten.py,tlm\tlm\tests\test_gmm_pca_whiten.py,tlm\tlm\tests,1266,2025-08-28 16:45:38,False,False,uncertain,test_file,1,0,0,1,3,0,31
test_nb_anom_mf.py,tlm\tlm\tests\test_nb_anom_mf.py,tlm\tlm\tests,825,2025-08-28 16:45:38,False,False,uncertain,test_file,1,0,0,1,3,0,28
comprehensive_python_audit.py,comprehensive_python_audit.py,.,13873,2025-09-05 02:01:45,True,True,inactive,uncertain_patterns:6;inactive_patterns:6,6,6,6,8,1,1,338
__init__.py,tidyllm\__init__.py,tidyllm,1751,2025-09-04 23:47:18,True,False,inactive,no_imports;no_functions_or_classes,0,0,0,0,0,0,67
ai_processing_gateway.py,tidyllm\gateways\ai_processing_gateway.py,tidyllm\gateways,16473,2025-09-04 23:40:35,True,False,inactive,inactive_patterns:1,0,1,0,9,0,11,441
02_dspy_wrapper_demo.py,tidyllm\deprecated\old-examples\02_dspy_wrapper_demo.py,tidyllm\deprecated\old-examples,49,2025-09-04 23:00:43,True,False,inactive,demo;no_imports;no_functions_or_classes,0,0,0,0,0,0,2
set_aws_credentials.py,tidyllm\deprecated\old-tidyllm\admin\set_aws_credentials.py,tidyllm\deprecated\old-tidyllm\admin,153,2025-09-04 23:00:43,True,False,inactive,no_imports;no_functions_or_classes,0,0,0,0,0,0,3
__init__.py,tidyllm\deprecated\old-tidyllm\admin\__init__.py,tidyllm\deprecated\old-tidyllm\admin,2855,2025-09-04 23:00:43,True,False,inactive,no_imports;no_functions_or_classes,0,0,0,0,0,0,100
__init__.py,tidyllm\deprecated\old-tidyllm\heiros\__init__.py,tidyllm\deprecated\old-tidyllm\heiros,2679,2025-09-04 23:00:43,True,False,inactive,no_imports;no_functions_or_classes,0,0,0,0,0,0,93
integration_pipeline.py,tidyllm\deprecated\old-tidyllm\integration_pipeline.py,tidyllm\deprecated\old-tidyllm,27231,2025-09-04 23:00:43,True,False,inactive,inactive_patterns:1,0,1,0,11,0,7,701
model_comparison.py,tidyllm\deprecated\old-tidyllm\model_comparison.py,tidyllm\deprecated\old-tidyllm,19392,2025-09-04 23:00:43,True,False,inactive,inactive_patterns:1,1,1,0,12,1,10,491
__init__.py,tidyllm\deprecated\old-tidyllm\tidymart\consumers\__init__.py,tidyllm\deprecated\old-tidyllm\tidymart\consumers,248,2025-09-04 23:00:43,True,False,inactive,no_imports;no_functions_or_classes,0,0,0,0,0,0,10
__init__.py,tidyllm\deprecated\old-tidyllm\tidymart\providers\__init__.py,tidyllm\deprecated\old-tidyllm\tidymart\providers,279,2025-09-04 23:00:43,True,False,inactive,no_imports;no_functions_or_classes,0,0,0,0,0,0,11
__init__.py,tidyllm\deprecated\old-tidyllm\tidymart\schemas\__init__.py,tidyllm\deprecated\old-tidyllm\tidymart\schemas,189,2025-09-04 23:00:43,True,False,inactive,no_imports;no_functions_or_classes,0,0,0,0,0,0,10
__init__.py,tidyllm\deprecated\old-tidyllm\tlm\anomaly\__init__.py,tidyllm\deprecated\old-tidyllm\tlm\anomaly,0,2025-09-04 23:00:43,True,False,inactive,no_imports;no_functions_or_classes,0,0,0,0,0,0,1
__init__.py,tidyllm\deprecated\old-tidyllm\tlm\attention\__init__.py,tidyllm\deprecated\old-tidyllm\tlm\attention,67,2025-09-04 23:00:43,True,False,inactive,no_imports;no_functions_or_classes,0,0,0,0,0,0,1
__init__.py,tidyllm\deprecated\old-tidyllm\tlm\cluster\__init__.py,tidyllm\deprecated\old-tidyllm\tlm\cluster,0,2025-09-04 23:00:43,True,False,inactive,no_imports;no_functions_or_classes,0,0,0,0,0,0,1
__init__.py,tidyllm\deprecated\old-tidyllm\tlm\core\__init__.py,tidyllm\deprecated\old-tidyllm\tlm\core,0,2025-09-04 23:00:43,True,False,inactive,no_imports;no_functions_or_classes,0,0,0,0,0,0,1
__init__.py,tidyllm\deprecated\old-tidyllm\tlm\decomp\__init__.py,tidyllm\deprecated\old-tidyllm\tlm\decomp,0,2025-09-04 23:00:43,True,False,inactive,no_imports;no_functions_or_classes,0,0,0,0,0,0,1
__init__.py,tidyllm\deprecated\old-tidyllm\tlm\linear_models\__init__.py,tidyllm\deprecated\old-tidyllm\tlm\linear_models,0,2025-09-04 23:00:43,True,False,inactive,no_imports;no_functions_or_classes,0,0,0,0,0,0,1
__init__.py,tidyllm\deprecated\old-tidyllm\tlm\mf\__init__.py,tidyllm\deprecated\old-tidyllm\tlm\mf,0,2025-09-04 23:00:43,True,False,inactive,no_imports;no_functions_or_classes,0,0,0,0,0,0,1
__init__.py,tidyllm\deprecated\old-tidyllm\tlm\mixture\__init__.py,tidyllm\deprecated\old-tidyllm\tlm\mixture,0,2025-09-04 23:00:43,True,False,inactive,no_imports;no_functions_or_classes,0,0,0,0,0,0,1
__init__.py,tidyllm\deprecated\old-tidyllm\tlm\model_selection\__init__.py,tidyllm\deprecated\old-tidyllm\tlm\model_selection,0,2025-09-04 23:00:43,True,False,inactive,no_imports;no_functions_or_classes,0,0,0,0,0,0,1
__init__.py,tidyllm\deprecated\old-tidyllm\tlm\naive_bayes\__init__.py,tidyllm\deprecated\old-tidyllm\tlm\naive_bayes,0,2025-09-04 23:00:43,True,False,inactive,no_imports;no_functions_or_classes,0,0,0,0,0,0,1
ops.py,tidyllm\deprecated\old-tidyllm\tlm\pure\ops.py,tidyllm\deprecated\old-tidyllm\tlm\pure,12071,2025-09-04 23:00:43,True,False,inactive,inactive_patterns:1,0,1,0,3,33,0,369
__init__.py,tidyllm\deprecated\old-tidyllm\tlm\pure\__init__.py,tidyllm\deprecated\old-tidyllm\tlm\pure,0,2025-09-04 23:00:43,True,False,inactive,no_imports;no_functions_or_classes,0,0,0,0,0,0,1
__init__.py,tidyllm\deprecated\old-tidyllm\tlm\svm\__init__.py,tidyllm\deprecated\old-tidyllm\tlm\svm,0,2025-09-04 23:00:43,True,False,inactive,no_imports;no_functions_or_classes,0,0,0,0,0,0,1
__init__.py,tidyllm\deprecated\old-tidyllm\vectorqa\core\anomaly\__init__.py,tidyllm\deprecated\old-tidyllm\vectorqa\core\anomaly,0,2025-09-04 23:00:43,True,False,inactive,no_imports;no_functions_or_classes,0,0,0,0,0,0,1
__init__.py,tidyllm\deprecated\old-tidyllm\vectorqa\core\attention\__init__.py,tidyllm\deprecated\old-tidyllm\vectorqa\core\attention,67,2025-09-04 23:00:43,True,False,inactive,no_imports;no_functions_or_classes,0,0,0,0,0,0,1
__init__.py,tidyllm\deprecated\old-tidyllm\vectorqa\core\cluster\__init__.py,tidyllm\deprecated\old-tidyllm\vectorqa\core\cluster,0,2025-09-04 23:00:43,True,False,inactive,no_imports;no_functions_or_classes,0,0,0,0,0,0,1
__init__.py,tidyllm\deprecated\old-tidyllm\vectorqa\core\core\__init__.py,tidyllm\deprecated\old-tidyllm\vectorqa\core\core,0,2025-09-04 23:00:43,True,False,inactive,no_imports;no_functions_or_classes,0,0,0,0,0,0,1
__init__.py,tidyllm\deprecated\old-tidyllm\vectorqa\core\decomp\__init__.py,tidyllm\deprecated\old-tidyllm\vectorqa\core\decomp,0,2025-09-04 23:00:43,True,False,inactive,no_imports;no_functions_or_classes,0,0,0,0,0,0,1
__init__.py,tidyllm\deprecated\old-tidyllm\vectorqa\core\linear_models\__init__.py,tidyllm\deprecated\old-tidyllm\vectorqa\core\linear_models,0,2025-09-04 23:00:43,True,False,inactive,no_imports;no_functions_or_classes,0,0,0,0,0,0,1
__init__.py,tidyllm\deprecated\old-tidyllm\vectorqa\core\mf\__init__.py,tidyllm\deprecated\old-tidyllm\vectorqa\core\mf,0,2025-09-04 23:00:43,True,False,inactive,no_imports;no_functions_or_classes,0,0,0,0,0,0,1
__init__.py,tidyllm\deprecated\old-tidyllm\vectorqa\core\mixture\__init__.py,tidyllm\deprecated\old-tidyllm\vectorqa\core\mixture,0,2025-09-04 23:00:43,True,False,inactive,no_imports;no_functions_or_classes,0,0,0,0,0,0,1
__init__.py,tidyllm\deprecated\old-tidyllm\vectorqa\core\model_selection\__init__.py,tidyllm\deprecated\old-tidyllm\vectorqa\core\model_selection,0,2025-09-04 23:00:43,True,False,inactive,no_imports;no_functions_or_classes,0,0,0,0,0,0,1
__init__.py,tidyllm\deprecated\old-tidyllm\vectorqa\core\naive_bayes\__init__.py,tidyllm\deprecated\old-tidyllm\vectorqa\core\naive_bayes,0,2025-09-04 23:00:43,True,False,inactive,no_imports;no_functions_or_classes,0,0,0,0,0,0,1
ops.py,tidyllm\deprecated\old-tidyllm\vectorqa\core\pure\ops.py,tidyllm\deprecated\old-tidyllm\vectorqa\core\pure,12071,2025-09-04 23:00:43,True,False,inactive,inactive_patterns:1,0,1,0,3,33,0,369
__init__.py,tidyllm\deprecated\old-tidyllm\vectorqa\core\pure\__init__.py,tidyllm\deprecated\old-tidyllm\vectorqa\core\pure,0,2025-09-04 23:00:43,True,False,inactive,no_imports;no_functions_or_classes,0,0,0,0,0,0,1
__init__.py,tidyllm\deprecated\old-tidyllm\vectorqa\core\svm\__init__.py,tidyllm\deprecated\old-tidyllm\vectorqa\core\svm,0,2025-09-04 23:00:43,True,False,inactive,no_imports;no_functions_or_classes,0,0,0,0,0,0,1
__init__.py,tidyllm\deprecated\old-tidyllm\vectorqa\core\tests\__init__.py,tidyllm\deprecated\old-tidyllm\vectorqa\core\tests,0,2025-09-04 23:00:43,True,False,inactive,no_imports;no_functions_or_classes,0,0,0,0,0,0,1
__init__.py,tidyllm\deprecated\old-tidyllm\vectorqa\core\__init__.py,tidyllm\deprecated\old-tidyllm\vectorqa\core,15,2025-09-04 23:00:43,True,False,inactive,no_imports;no_functions_or_classes,0,0,0,0,0,0,2
links_quality_checker.py,tidyllm\deprecated\old-tidyllm\vectorqa\whitepapers\advanced_analysis\links_quality_checker.py,tidyllm\deprecated\old-tidyllm\vectorqa\whitepapers\advanced_analysis,31195,2025-09-04 23:00:43,True,False,inactive,inactive_patterns:1,2,1,0,10,1,3,694
__init__.py,tidyllm\deprecated\old-tidyllm\vectorqa\whitepapers\__init__.py,tidyllm\deprecated\old-tidyllm\vectorqa\whitepapers,22,2025-09-04 23:00:43,True,False,inactive,no_imports;no_functions_or_classes,0,0,0,0,0,0,2
working_s3_dropzones.py,tidyllm\deprecated\session_management\drop_zones\working_s3_dropzones.py,tidyllm\deprecated\session_management\drop_zones,35023,2025-09-04 22:59:21,True,False,inactive,uncertain_patterns:1;inactive_patterns:1,2,1,1,11,1,3,801
__init__.py,tidyllm\knowledge_systems\flow_agreements\__init__.py,tidyllm\knowledge_systems\flow_agreements,165,2025-09-04 08:09:53,True,False,inactive,no_imports;no_functions_or_classes,0,0,0,0,0,0,6
set_aws_credentials.py,tidyllm\admin\set_aws_credentials.py,tidyllm\admin,153,2025-09-03 11:42:32,True,False,inactive,no_imports;no_functions_or_classes,0,0,0,0,0,0,3
__init__.py,tidyllm\admin\__init__.py,tidyllm\admin,2855,2025-09-03 11:42:32,True,False,inactive,no_imports;no_functions_or_classes,0,0,0,0,0,0,100
__init__.py,tidyllm\tests\__init__.py,tidyllm\tests,20,2025-09-03 11:42:32,True,False,inactive,no_imports;no_functions_or_classes,0,0,0,0,0,0,1
__init__.py,archive\old_tidyllm-vectorqa_sentence_backup_20250903\lsa\__init__.py,archive\old_tidyllm-vectorqa_sentence_backup_20250903\lsa,23,2025-09-03 09:19:41,True,False,inactive,no_imports;no_functions_or_classes,0,0,0,0,0,0,1
__init__.py,archive\old_tidyllm-vectorqa_sentence_backup_20250903\ngram\__init__.py,archive\old_tidyllm-vectorqa_sentence_backup_20250903\ngram,26,2025-09-03 09:19:41,True,False,inactive,no_imports;no_functions_or_classes,0,0,0,0,0,0,1
__init__.py,archive\old_tidyllm-vectorqa_sentence_backup_20250903\tests\__init__.py,archive\old_tidyllm-vectorqa_sentence_backup_20250903\tests,14,2025-09-03 09:19:41,True,False,inactive,no_imports;no_functions_or_classes,0,0,0,0,0,0,1
__init__.py,archive\old_tidyllm-vectorqa_sentence_backup_20250903\tfidf\__init__.py,archive\old_tidyllm-vectorqa_sentence_backup_20250903\tfidf,26,2025-09-03 09:19:41,True,False,inactive,no_imports;no_functions_or_classes,0,0,0,0,0,0,1
__init__.py,archive\old_tidyllm-vectorqa_sentence_backup_20250903\transformer\__init__.py,archive\old_tidyllm-vectorqa_sentence_backup_20250903\transformer,78,2025-09-03 09:19:41,True,False,inactive,no_imports;no_functions_or_classes,0,0,0,0,0,0,1
__init__.py,archive\old_tidyllm-vectorqa_sentence_backup_20250903\utils\__init__.py,archive\old_tidyllm-vectorqa_sentence_backup_20250903\utils,35,2025-09-03 09:19:41,True,False,inactive,no_imports;no_functions_or_classes,0,0,0,0,0,0,1
__init__.py,archive\old_tidyllm-vectorqa_sentence_backup_20250903\word_avg\__init__.py,archive\old_tidyllm-vectorqa_sentence_backup_20250903\word_avg,34,2025-09-03 09:19:41,True,False,inactive,no_imports;no_functions_or_classes,0,0,0,0,0,0,1
__init__.py,archive\old_tidyllm-vectorqa_sentence_backup_20250903\__init__.py,archive\old_tidyllm-vectorqa_sentence_backup_20250903,18,2025-09-03 09:19:41,True,False,inactive,no_imports;no_functions_or_classes,0,0,0,0,0,0,2
solution_examples.py,scripts\solution_examples.py,scripts,4638,2025-09-03 05:47:26,True,False,inactive,no_imports;no_functions_or_classes,0,0,0,0,0,0,132
links_quality_checker.py,tidyllm-vectorqa\tidyllm_vectorqa\whitepapers\advanced_analysis\links_quality_checker.py,tidyllm-vectorqa\tidyllm_vectorqa\whitepapers\advanced_analysis,31195,2025-09-01 12:26:13,True,False,inactive,inactive_patterns:1,2,1,0,10,1,3,694
set_aws_credentials.py,tidyllm\deprecated\session_management\scripts\set_aws_credentials.py,tidyllm\deprecated\session_management\scripts,153,2025-08-31 21:14:15,True,False,inactive,no_imports;no_functions_or_classes,0,0,0,0,0,0,3
__init__.py,tidyllm-vectorqa\tidyllm_vectorqa\whitepapers\__init__.py,tidyllm-vectorqa\tidyllm_vectorqa\whitepapers,21,2025-08-31 14:49:55,True,False,inactive,no_imports;no_functions_or_classes,0,0,0,0,0,0,2
__init__.py,tidyllm-vectorqa\tidyllm_vectorqa\core\__init__.py,tidyllm-vectorqa\tidyllm_vectorqa\core,14,2025-08-31 14:49:43,True,False,inactive,no_imports;no_functions_or_classes,0,0,0,0,0,0,2
__init__.py,tidyllm-vectorqa\tidyllm_vectorqa\core\anomaly\__init__.py,tidyllm-vectorqa\tidyllm_vectorqa\core\anomaly,0,2025-08-31 14:44:03,True,False,inactive,no_imports;no_functions_or_classes,0,0,0,0,0,0,1
__init__.py,tidyllm-vectorqa\tidyllm_vectorqa\core\attention\__init__.py,tidyllm-vectorqa\tidyllm_vectorqa\core\attention,67,2025-08-31 14:44:03,True,False,inactive,no_imports;no_functions_or_classes,0,0,0,0,0,0,1
__init__.py,tidyllm-vectorqa\tidyllm_vectorqa\core\cluster\__init__.py,tidyllm-vectorqa\tidyllm_vectorqa\core\cluster,0,2025-08-31 14:44:03,True,False,inactive,no_imports;no_functions_or_classes,0,0,0,0,0,0,1
__init__.py,tidyllm-vectorqa\tidyllm_vectorqa\core\core\__init__.py,tidyllm-vectorqa\tidyllm_vectorqa\core\core,0,2025-08-31 14:44:03,True,False,inactive,no_imports;no_functions_or_classes,0,0,0,0,0,0,1
__init__.py,tidyllm-vectorqa\tidyllm_vectorqa\core\decomp\__init__.py,tidyllm-vectorqa\tidyllm_vectorqa\core\decomp,0,2025-08-31 14:44:03,True,False,inactive,no_imports;no_functions_or_classes,0,0,0,0,0,0,1
__init__.py,tidyllm-vectorqa\tidyllm_vectorqa\core\linear_models\__init__.py,tidyllm-vectorqa\tidyllm_vectorqa\core\linear_models,0,2025-08-31 14:44:03,True,False,inactive,no_imports;no_functions_or_classes,0,0,0,0,0,0,1
__init__.py,tidyllm-vectorqa\tidyllm_vectorqa\core\mf\__init__.py,tidyllm-vectorqa\tidyllm_vectorqa\core\mf,0,2025-08-31 14:44:03,True,False,inactive,no_imports;no_functions_or_classes,0,0,0,0,0,0,1
__init__.py,tidyllm-vectorqa\tidyllm_vectorqa\core\mixture\__init__.py,tidyllm-vectorqa\tidyllm_vectorqa\core\mixture,0,2025-08-31 14:44:03,True,False,inactive,no_imports;no_functions_or_classes,0,0,0,0,0,0,1
__init__.py,tidyllm-vectorqa\tidyllm_vectorqa\core\model_selection\__init__.py,tidyllm-vectorqa\tidyllm_vectorqa\core\model_selection,0,2025-08-31 14:44:03,True,False,inactive,no_imports;no_functions_or_classes,0,0,0,0,0,0,1
